Order ID,Order Date,Ship Date,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Month,Year,MonthName
ORD-101561,2014-10-19 01:04:42,2014-10-26 01:04:42,Customer 411,Consumer,United States,New York,MA,West,PROD-2797,Technology,Copiers,Copiers Model 41,93.17,1,0.1,-5.62,-0.06031984544381239,10,2014,Oct
ORD-101562,2014-03-21 08:54:18,2014-03-22 08:54:18,Customer 377,Corporate,United States,Seattle,NY,East,PROD-2244,Office Supplies,Appliances,Appliances Model 414,360.66,5,0.1,-40.1,-0.11118504963123163,3,2014,Mar
ORD-101563,2016-01-13 15:31:55,2016-01-14 15:31:55,Customer 1408,Corporate,United States,San Francisco,TX,Central,PROD-2930,Office Supplies,Binders,Binders Model 346,669.0,7,0.0,133.3,0.19925261584454412,1,2016,Jan
ORD-101564,2014-11-20 02:10:02,2014-11-27 02:10:02,Customer 1176,Home Office,United States,Los Angeles,TX,South,PROD-1047,Office Supplies,Storage,Storage Model 134,146.86,5,0.0,36.64,0.24948930954650686,11,2014,Nov
ORD-101565,2016-02-28 06:09:54,2016-03-09 06:09:54,Customer 751,Corporate,United States,New York,IL,South,PROD-3364,Office Supplies,Appliances,Appliances Model 438,607.2,3,0.0,32.98,0.05431488801054018,2,2016,Feb
ORD-101566,2016-09-28 00:21:43,2016-10-07 00:21:43,Customer 627,Consumer,United States,Chicago,CA,Central,PROD-8153,Office Supplies,Storage,Storage Model 490,688.3,2,0.05,3.26,0.00473630684294639,9,2016,Sep
ORD-101567,2016-01-23 05:07:36,2016-01-30 05:07:36,Customer 1343,Consumer,United States,Dallas,WA,South,PROD-6984,Technology,Computers,Computers Model 424,196.99,2,0.2,19.09,0.09690847251129499,1,2016,Jan
ORD-101568,2015-04-06 11:34:11,2015-04-16 11:34:11,Customer 1393,Corporate,United States,Chicago,NY,East,PROD-6021,Technology,Copiers,Copiers Model 240,55.6,9,0.1,3.8,0.06834532374100719,4,2015,Apr
ORD-101569,2015-09-23 02:24:05,2015-09-28 02:24:05,Customer 995,Consumer,United States,Atlanta,TX,West,PROD-3305,Office Supplies,Storage,Storage Model 44,760.61,2,0.1,119.29,0.1568346458763361,9,2015,Sep
ORD-101570,2014-05-11 16:42:28,2014-05-19 16:42:28,Customer 703,Corporate,United States,Atlanta,TX,West,PROD-1663,Office Supplies,Storage,Storage Model 50,128.3,7,0.0,-6.2,-0.048324240062353856,5,2014,May
ORD-101571,2015-03-04 07:18:47,2015-03-06 07:18:47,Customer 462,Corporate,United States,Los Angeles,CA,East,PROD-6944,Furniture,Furnishings,Furnishings Model 495,62.46,9,0.2,9.84,0.1575408261287224,3,2015,Mar
ORD-101572,2016-07-15 19:02:08,2016-07-24 19:02:08,Customer 12,Consumer,United States,Los Angeles,TX,East,PROD-8774,Furniture,Bookcases,Bookcases Model 242,304.05,3,0.1,-30.12,-0.09906265416872224,7,2016,Jul
ORD-101573,2016-06-18 04:14:54,2016-06-24 04:14:54,Customer 1180,Consumer,United States,Atlanta,GA,East,PROD-8097,Office Supplies,Binders,Binders Model 415,142.79,7,0.0,0.83,0.005812731984032495,6,2016,Jun
ORD-101574,2017-10-03 08:46:34,2017-10-16 08:46:34,Customer 477,Consumer,United States,New York,CA,East,PROD-6468,Office Supplies,Labels,Labels Model 260,755.94,1,0.05,-35.74,-0.04727888456755827,10,2017,Oct
ORD-101575,2014-12-28 02:38:13,2015-01-06 02:38:13,Customer 939,Home Office,United States,Houston,NY,South,PROD-2673,Office Supplies,Paper,Paper Model 319,136.1,6,0.0,42.48,0.3121234386480529,12,2014,Dec
ORD-101576,2014-03-08 23:17:45,2014-03-10 23:17:45,Customer 401,Consumer,United States,New York,CA,East,PROD-9431,Technology,Machines,Machines Model 469,287.75,2,0.05,71.05,0.2469157254561251,3,2014,Mar
ORD-101577,2015-10-13 22:18:03,2015-10-16 22:18:03,Customer 808,Home Office,United States,Dallas,TX,South,PROD-4049,Office Supplies,Storage,Storage Model 140,400.7,1,0.2,88.65,0.221237833790866,10,2015,Oct
ORD-101578,2017-06-05 17:50:41,2017-06-17 17:50:41,Customer 177,Consumer,United States,Atlanta,CA,South,PROD-7574,Office Supplies,Paper,Paper Model 126,445.42,5,0.0,-87.93,-0.19740918683489742,6,2017,Jun
ORD-101579,2014-12-29 06:10:28,2015-01-06 06:10:28,Customer 1365,Home Office,United States,Chicago,TX,East,PROD-6331,Furniture,Furnishings,Furnishings Model 400,753.87,6,0.1,128.62,0.17061297040603818,12,2014,Dec
ORD-101580,2016-01-25 06:54:40,2016-01-26 06:54:40,Customer 57,Consumer,United States,Los Angeles,MA,East,PROD-2937,Technology,Accessories,Accessories Model 29,282.99,2,0.0,-20.76,-0.07335948266723206,1,2016,Jan
ORD-101581,2016-12-18 23:39:50,2016-12-28 23:39:50,Customer 448,Consumer,United States,Chicago,IL,Central,PROD-3573,Office Supplies,Storage,Storage Model 350,1096.39,4,0.15,356.79,0.32542252300732405,12,2016,Dec
ORD-101582,2014-12-04 14:21:04,2014-12-11 14:21:04,Customer 203,Corporate,United States,Atlanta,TX,Central,PROD-1418,Furniture,Chairs,Chairs Model 137,378.52,3,0.0,34.79,0.09191059917573709,12,2014,Dec
ORD-101583,2017-03-17 16:29:07,2017-03-24 16:29:07,Customer 738,Home Office,United States,San Francisco,GA,West,PROD-5589,Office Supplies,Labels,Labels Model 359,575.01,1,0.05,61.09,0.10624163058033774,3,2017,Mar
ORD-101584,2016-12-04 05:21:44,2016-12-17 05:21:44,Customer 202,Consumer,United States,Atlanta,GA,West,PROD-6204,Office Supplies,Appliances,Appliances Model 210,186.32,1,0.0,-0.73,-0.003917990553885788,12,2016,Dec
ORD-101585,2017-03-22 06:44:00,2017-03-23 06:44:00,Customer 1354,Corporate,United States,Boston,GA,West,PROD-1538,Technology,Copiers,Copiers Model 344,742.79,3,0.0,70.71,0.09519514263789226,3,2017,Mar
ORD-101586,2017-07-19 05:16:03,2017-07-28 05:16:03,Customer 363,Home Office,United States,Dallas,GA,West,PROD-1865,Technology,Phones,Phones Model 20,411.81,2,0.0,87.45,0.21235521235521235,7,2017,Jul
ORD-101587,2015-02-21 06:43:01,2015-03-01 06:43:01,Customer 892,Consumer,United States,Boston,TX,West,PROD-9967,Office Supplies,Labels,Labels Model 485,150.06,2,0.0,16.36,0.10902305744368919,2,2015,Feb
ORD-101588,2016-04-19 05:02:13,2016-04-23 05:02:13,Customer 454,Consumer,United States,Chicago,TX,West,PROD-5671,Technology,Computers,Computers Model 44,87.72,5,0.15,5.89,0.06714546283629731,4,2016,Apr
ORD-101589,2017-02-09 20:43:07,2017-02-19 20:43:07,Customer 356,Home Office,United States,San Francisco,IL,East,PROD-2035,Furniture,Furnishings,Furnishings Model 361,596.67,5,0.0,35.72,0.05986558734308747,2,2017,Feb
ORD-101590,2014-07-09 21:06:06,2014-07-20 21:06:06,Customer 216,Consumer,United States,Dallas,MA,South,PROD-9487,Office Supplies,Appliances,Appliances Model 403,500.6,7,0.0,97.13,0.19402716739912104,7,2014,Jul
ORD-101591,2017-10-30 01:32:44,2017-11-04 01:32:44,Customer 972,Consumer,United States,Seattle,WA,Central,PROD-6494,Technology,Phones,Phones Model 235,110.15,5,0.0,32.47,0.29477984566500226,10,2017,Oct
ORD-101592,2017-11-03 11:15:51,2017-11-05 11:15:51,Customer 555,Corporate,United States,Houston,TX,South,PROD-1692,Office Supplies,Labels,Labels Model 426,372.32,3,0.0,-64.01,-0.17192200257842719,11,2017,Nov
ORD-101593,2014-04-20 02:45:04,2014-05-03 02:45:04,Customer 887,Consumer,United States,Boston,WA,Central,PROD-2067,Office Supplies,Labels,Labels Model 109,490.9,6,0.0,-69.21,-0.14098594418415156,4,2014,Apr
ORD-101594,2016-06-30 23:31:18,2016-07-09 23:31:18,Customer 23,Consumer,United States,Dallas,NY,Central,PROD-8612,Technology,Accessories,Accessories Model 81,86.3,3,0.15,7.78,0.09015063731170336,6,2016,Jun
ORD-101595,2014-03-23 06:38:56,2014-04-04 06:38:56,Customer 155,Home Office,United States,Dallas,MA,East,PROD-1946,Furniture,Chairs,Chairs Model 76,146.17,8,0.0,1.13,0.0077307244988711775,3,2014,Mar
ORD-101596,2017-11-27 00:50:39,2017-12-09 00:50:39,Customer 1210,Consumer,United States,Boston,CA,West,PROD-9254,Furniture,Furnishings,Furnishings Model 84,334.28,6,0.1,-20.08,-0.060069402895775996,11,2017,Nov
ORD-101597,2014-08-16 11:57:00,2014-08-22 11:57:00,Customer 249,Corporate,United States,San Francisco,WA,Central,PROD-8534,Technology,Accessories,Accessories Model 478,145.45,7,0.1,-19.8,-0.13612925403918874,8,2014,Aug
ORD-101598,2017-01-14 10:33:01,2017-01-17 10:33:01,Customer 749,Corporate,United States,San Francisco,GA,South,PROD-1519,Technology,Copiers,Copiers Model 307,242.68,3,0.05,25.4,0.10466457886929288,1,2017,Jan
ORD-101599,2016-10-17 23:52:18,2016-10-29 23:52:18,Customer 805,Consumer,United States,Los Angeles,MA,East,PROD-1587,Technology,Computers,Computers Model 426,140.52,7,0.15,-8.74,-0.06219755194990037,10,2016,Oct
ORD-101600,2017-01-18 18:54:50,2017-01-25 18:54:50,Customer 134,Consumer,United States,New York,NY,West,PROD-8669,Office Supplies,Appliances,Appliances Model 12,372.08,9,0.15,22.04,0.059234573210062355,1,2017,Jan
ORD-101601,2016-07-10 05:33:43,2016-07-19 05:33:43,Customer 321,Consumer,United States,Chicago,MA,Central,PROD-7708,Technology,Computers,Computers Model 181,92.61,8,0.0,30.3,0.3271784904437966,7,2016,Jul
ORD-101602,2017-02-20 00:50:26,2017-02-23 00:50:26,Customer 390,Consumer,United States,Chicago,CA,West,PROD-9996,Technology,Phones,Phones Model 75,38.65,2,0.15,0.89,0.023027166882276844,2,2017,Feb
ORD-101603,2014-10-08 05:12:29,2014-10-10 05:12:29,Customer 434,Corporate,United States,Boston,TX,West,PROD-1709,Furniture,Chairs,Chairs Model 79,161.06,2,0.0,38.3,0.23779957779709424,10,2014,Oct
ORD-101604,2016-05-26 20:54:55,2016-06-02 20:54:55,Customer 1046,Corporate,United States,Chicago,TX,Central,PROD-5630,Technology,Phones,Phones Model 407,114.71,7,0.0,-15.11,-0.13172347659314795,5,2016,May
ORD-101605,2014-06-08 11:06:04,2014-06-15 11:06:04,Customer 873,Consumer,United States,Chicago,GA,East,PROD-5991,Furniture,Chairs,Chairs Model 460,174.15,4,0.05,-6.2,-0.03560149296583405,6,2014,Jun
ORD-101606,2014-09-21 10:45:00,2014-09-25 10:45:00,Customer 1149,Consumer,United States,New York,TX,Central,PROD-3038,Office Supplies,Labels,Labels Model 38,136.78,9,0.0,-19.36,-0.1415411609884486,9,2014,Sep
ORD-101607,2014-05-16 12:11:08,2014-05-27 12:11:08,Customer 1103,Consumer,United States,Dallas,IL,South,PROD-3215,Office Supplies,Storage,Storage Model 285,290.66,6,0.0,96.7,0.3326911167687332,5,2014,May
ORD-101608,2014-06-14 21:16:13,2014-06-23 21:16:13,Customer 858,Consumer,United States,Dallas,IL,East,PROD-9946,Office Supplies,Binders,Binders Model 474,145.22,9,0.1,20.44,0.1407519625395951,6,2014,Jun
ORD-101609,2017-04-11 06:26:23,2017-04-25 06:26:23,Customer 51,Consumer,United States,Atlanta,IL,East,PROD-5461,Office Supplies,Appliances,Appliances Model 153,41.07,3,0.0,-7.78,-0.1894326759191624,4,2017,Apr
ORD-101610,2014-04-27 09:04:39,2014-05-05 09:04:39,Customer 176,Consumer,United States,Dallas,GA,West,PROD-7565,Furniture,Furnishings,Furnishings Model 319,247.82,6,0.0,15.25,0.06153659914454039,4,2014,Apr
ORD-101611,2017-05-25 10:48:50,2017-06-07 10:48:50,Customer 870,Corporate,United States,Boston,IL,West,PROD-1082,Office Supplies,Labels,Labels Model 21,826.78,6,0.15,-53.02,-0.06412830499044486,5,2017,May
ORD-101612,2014-06-09 12:03:29,2014-06-22 12:03:29,Customer 253,Consumer,United States,Seattle,NY,Central,PROD-8963,Furniture,Furnishings,Furnishings Model 359,341.59,8,0.0,33.13,0.09698761673351095,6,2014,Jun
ORD-101613,2015-09-29 00:38:24,2015-09-30 00:38:24,Customer 966,Consumer,United States,Atlanta,GA,East,PROD-6752,Office Supplies,Binders,Binders Model 111,423.69,7,0.0,-43.11,-0.10174892020109041,9,2015,Sep
ORD-101614,2017-06-22 23:37:49,2017-06-23 23:37:49,Customer 1270,Corporate,United States,New York,MA,West,PROD-4668,Technology,Machines,Machines Model 80,1082.47,3,0.15,-190.14,-0.17565382874352176,6,2017,Jun
ORD-101615,2017-08-13 06:21:38,2017-08-18 06:21:38,Customer 739,Consumer,United States,Boston,NY,West,PROD-3062,Technology,Machines,Machines Model 101,218.56,1,0.15,-12.36,-0.056551976573938505,8,2017,Aug
ORD-101616,2016-02-24 20:48:46,2016-03-01 20:48:46,Customer 1130,Consumer,United States,San Francisco,TX,East,PROD-8555,Technology,Machines,Machines Model 35,190.96,2,0.0,-7.16,-0.037494763301214915,2,2016,Feb
ORD-101617,2017-10-06 09:01:37,2017-10-09 09:01:37,Customer 1217,Consumer,United States,New York,CA,East,PROD-3330,Office Supplies,Labels,Labels Model 125,243.98,2,0.0,47.41,0.19431920649233544,10,2017,Oct
ORD-101618,2017-04-27 10:43:13,2017-05-10 10:43:13,Customer 1340,Consumer,United States,Los Angeles,IL,Central,PROD-1427,Technology,Phones,Phones Model 258,143.19,1,0.15,1.23,0.008589985334171381,4,2017,Apr
ORD-101619,2014-06-09 08:46:45,2014-06-18 08:46:45,Customer 302,Consumer,United States,Chicago,MA,East,PROD-3116,Office Supplies,Labels,Labels Model 274,396.42,4,0.0,-15.77,-0.039781040310781494,6,2014,Jun
ORD-101620,2014-06-12 04:36:43,2014-06-24 04:36:43,Customer 548,Home Office,United States,Houston,CA,West,PROD-6441,Furniture,Furnishings,Furnishings Model 433,259.42,6,0.0,29.51,0.11375375838408758,6,2014,Jun
ORD-101621,2015-09-06 07:44:48,2015-09-16 07:44:48,Customer 716,Consumer,United States,San Francisco,GA,East,PROD-3617,Technology,Accessories,Accessories Model 419,507.65,4,0.0,-81.62,-0.16078006500541714,9,2015,Sep
ORD-101622,2017-07-04 16:31:45,2017-07-18 16:31:45,Customer 779,Home Office,United States,Atlanta,GA,South,PROD-7347,Office Supplies,Storage,Storage Model 442,528.72,4,0.05,84.37,0.15957406566802845,7,2017,Jul
ORD-101623,2017-11-05 21:49:17,2017-11-11 21:49:17,Customer 268,Consumer,United States,Boston,NY,West,PROD-8432,Technology,Phones,Phones Model 325,146.44,9,0.0,-17.43,-0.11902485659655831,11,2017,Nov
ORD-101624,2017-11-12 06:58:45,2017-11-16 06:58:45,Customer 1194,Consumer,United States,San Francisco,IL,Central,PROD-9607,Office Supplies,Appliances,Appliances Model 389,72.25,2,0.0,-3.34,-0.046228373702422144,11,2017,Nov
ORD-101625,2016-02-03 08:45:38,2016-02-15 08:45:38,Customer 1010,Consumer,United States,Los Angeles,GA,East,PROD-5407,Furniture,Furnishings,Furnishings Model 252,203.88,1,0.0,-9.14,-0.04483029232882088,2,2016,Feb
ORD-101626,2015-04-04 21:34:59,2015-04-11 21:34:59,Customer 551,Consumer,United States,Boston,NY,Central,PROD-4883,Technology,Machines,Machines Model 72,136.69,7,0.0,7.68,0.05618552929987563,4,2015,Apr
ORD-101627,2017-06-30 11:12:00,2017-07-08 11:12:00,Customer 1479,Consumer,United States,Houston,NY,West,PROD-8555,Office Supplies,Labels,Labels Model 180,294.81,5,0.0,95.59,0.3242427326074421,6,2017,Jun
ORD-101628,2016-12-22 19:20:39,2016-12-31 19:20:39,Customer 1316,Consumer,United States,Atlanta,WA,South,PROD-4854,Technology,Copiers,Copiers Model 376,134.18,5,0.0,-2.88,-0.021463705470263824,12,2016,Dec
ORD-101629,2016-06-15 13:20:28,2016-06-28 13:20:28,Customer 1165,Consumer,United States,New York,MA,East,PROD-1768,Technology,Accessories,Accessories Model 193,786.2,2,0.1,-40.59,-0.051628084456881204,6,2016,Jun
ORD-101630,2015-10-09 09:36:54,2015-10-20 09:36:54,Customer 1170,Consumer,United States,San Francisco,NY,Central,PROD-1220,Office Supplies,Storage,Storage Model 189,175.48,6,0.15,-26.3,-0.14987462958741737,10,2015,Oct
ORD-101631,2015-03-05 06:38:30,2015-03-11 06:38:30,Customer 1449,Consumer,United States,Houston,TX,West,PROD-4927,Furniture,Bookcases,Bookcases Model 340,242.75,5,0.1,-1.22,-0.0050257466529351185,3,2015,Mar
ORD-101632,2014-06-11 08:53:22,2014-06-17 08:53:22,Customer 314,Consumer,United States,Los Angeles,GA,Central,PROD-6054,Furniture,Chairs,Chairs Model 422,632.84,5,0.0,-63.21,-0.09988306680993615,6,2014,Jun
ORD-101633,2017-01-13 15:08:57,2017-01-21 15:08:57,Customer 184,Consumer,United States,San Francisco,NY,Central,PROD-7956,Furniture,Bookcases,Bookcases Model 74,324.47,6,0.0,-40.31,-0.12423336518013992,1,2017,Jan
ORD-101634,2016-10-28 05:21:13,2016-11-09 05:21:13,Customer 713,Corporate,United States,Seattle,IL,East,PROD-1198,Office Supplies,Appliances,Appliances Model 304,375.2,2,0.0,101.88,0.27153518123667375,10,2016,Oct
ORD-101635,2017-01-20 00:31:14,2017-01-25 00:31:14,Customer 128,Home Office,United States,Seattle,GA,East,PROD-2369,Office Supplies,Binders,Binders Model 499,406.56,5,0.0,-69.54,-0.1710448642266824,1,2017,Jan
ORD-101636,2016-08-02 11:20:13,2016-08-16 11:20:13,Customer 1311,Consumer,United States,Atlanta,GA,Central,PROD-1488,Technology,Machines,Machines Model 469,205.68,1,0.1,34.28,0.16666666666666666,8,2016,Aug
ORD-101637,2017-08-14 05:20:33,2017-08-17 05:20:33,Customer 1277,Consumer,United States,New York,TX,West,PROD-3180,Technology,Machines,Machines Model 469,460.29,8,0.0,-40.78,-0.08859631971148624,8,2017,Aug
ORD-101638,2014-05-04 11:43:55,2014-05-16 11:43:55,Customer 700,Consumer,United States,Atlanta,NY,Central,PROD-4328,Technology,Copiers,Copiers Model 51,310.56,1,0.2,-70.11,-0.2257534775888717,5,2014,May
ORD-101639,2016-08-27 08:08:00,2016-08-30 08:08:00,Customer 386,Home Office,United States,Atlanta,TX,West,PROD-6986,Furniture,Furnishings,Furnishings Model 356,144.88,7,0.1,29.38,0.20278851463279957,8,2016,Aug
ORD-101640,2017-06-15 23:05:58,2017-06-28 23:05:58,Customer 1254,Consumer,United States,Chicago,NY,West,PROD-1988,Office Supplies,Appliances,Appliances Model 359,173.75,6,0.2,22.36,0.1286906474820144,6,2017,Jun
ORD-101641,2015-05-22 02:55:50,2015-05-28 02:55:50,Customer 271,Corporate,United States,New York,MA,Central,PROD-6629,Technology,Accessories,Accessories Model 217,514.05,8,0.0,-8.29,-0.01612683591090361,5,2015,May
ORD-101642,2017-09-18 12:52:47,2017-09-20 12:52:47,Customer 811,Consumer,United States,Chicago,TX,West,PROD-2665,Furniture,Tables,Tables Model 76,113.8,5,0.0,-17.79,-0.1563268892794376,9,2017,Sep
ORD-101643,2017-11-16 08:41:21,2017-11-22 08:41:21,Customer 415,Consumer,United States,Boston,CA,South,PROD-9186,Technology,Copiers,Copiers Model 288,548.19,6,0.0,-0.89,-0.0016235246903445885,11,2017,Nov
ORD-101644,2017-03-01 10:52:54,2017-03-14 10:52:54,Customer 198,Consumer,United States,Houston,WA,South,PROD-6430,Technology,Computers,Computers Model 217,450.2,4,0.05,-47.64,-0.10581963571745891,3,2017,Mar
ORD-101645,2014-05-13 22:08:28,2014-05-19 22:08:28,Customer 1347,Consumer,United States,Houston,TX,East,PROD-1610,Office Supplies,Binders,Binders Model 312,288.69,1,0.2,80.32,0.2782223145935086,5,2014,May
ORD-101646,2014-03-28 05:20:07,2014-04-05 05:20:07,Customer 1080,Home Office,United States,New York,IL,Central,PROD-5325,Technology,Computers,Computers Model 109,46.97,7,0.0,4.29,0.09133489461358314,3,2014,Mar
ORD-101647,2017-09-08 22:46:24,2017-09-15 22:46:24,Customer 831,Consumer,United States,New York,WA,South,PROD-3163,Furniture,Furnishings,Furnishings Model 71,600.2,2,0.0,198.13,0.33010663112295896,9,2017,Sep
ORD-101648,2016-10-14 16:45:44,2016-10-22 16:45:44,Customer 1227,Consumer,United States,Boston,WA,West,PROD-6172,Technology,Accessories,Accessories Model 85,277.57,1,0.0,-1.88,-0.006773066253557661,10,2016,Oct
ORD-101649,2014-06-10 04:11:34,2014-06-24 04:11:34,Customer 628,Consumer,United States,Houston,NY,Central,PROD-5683,Furniture,Chairs,Chairs Model 267,144.45,1,0.2,5.32,0.03682935271720319,6,2014,Jun
ORD-101650,2014-07-13 07:14:10,2014-07-22 07:14:10,Customer 604,Corporate,United States,Boston,TX,West,PROD-3379,Furniture,Furnishings,Furnishings Model 474,241.2,1,0.0,-23.02,-0.09543946932006633,7,2014,Jul
ORD-101651,2015-09-05 16:03:35,2015-09-11 16:03:35,Customer 1162,Consumer,United States,Los Angeles,MA,East,PROD-7068,Technology,Copiers,Copiers Model 82,377.63,2,0.1,87.38,0.2313905145247994,9,2015,Sep
ORD-101652,2015-03-05 03:49:42,2015-03-19 03:49:42,Customer 1446,Consumer,United States,Seattle,GA,East,PROD-3439,Technology,Accessories,Accessories Model 230,87.53,1,0.0,-15.53,-0.17742488289729236,3,2015,Mar
ORD-101653,2016-02-17 14:31:22,2016-02-20 14:31:22,Customer 1081,Consumer,United States,Atlanta,WA,Central,PROD-8857,Office Supplies,Storage,Storage Model 382,415.55,4,0.1,70.87,0.17054506076284442,2,2016,Feb
ORD-101654,2014-10-01 19:09:50,2014-10-11 19:09:50,Customer 1010,Consumer,United States,San Francisco,IL,West,PROD-6429,Office Supplies,Appliances,Appliances Model 472,314.84,7,0.0,4.85,0.015404649980942701,10,2014,Oct
ORD-101655,2016-09-06 19:35:24,2016-09-09 19:35:24,Customer 71,Corporate,United States,Chicago,MA,West,PROD-4765,Technology,Machines,Machines Model 74,142.55,3,0.0,16.84,0.11813398807435986,9,2016,Sep
ORD-101656,2014-03-06 13:44:39,2014-03-17 13:44:39,Customer 911,Consumer,United States,Dallas,MA,East,PROD-8912,Technology,Copiers,Copiers Model 142,525.5,9,0.05,63.58,0.1209895337773549,3,2014,Mar
ORD-101657,2015-05-30 22:16:21,2015-06-11 22:16:21,Customer 594,Consumer,United States,San Francisco,IL,East,PROD-1461,Technology,Machines,Machines Model 150,444.87,2,0.1,79.94,0.17969294400611413,5,2015,May
ORD-101658,2017-08-23 19:20:24,2017-08-24 19:20:24,Customer 1396,Consumer,United States,New York,GA,Central,PROD-4321,Technology,Machines,Machines Model 128,263.68,2,0.0,-23.11,-0.0876441140776699,8,2017,Aug
ORD-101659,2016-07-16 21:30:22,2016-07-27 21:30:22,Customer 600,Home Office,United States,Los Angeles,IL,Central,PROD-9673,Technology,Accessories,Accessories Model 82,75.25,7,0.05,4.44,0.059003322259136216,7,2016,Jul
ORD-101660,2014-12-12 03:56:20,2014-12-25 03:56:20,Customer 514,Consumer,United States,Dallas,NY,West,PROD-7185,Technology,Accessories,Accessories Model 202,407.97,9,0.0,14.2,0.03480648086869132,12,2014,Dec
ORD-101661,2017-01-13 06:33:38,2017-01-18 06:33:38,Customer 84,Consumer,United States,Dallas,CA,West,PROD-2620,Office Supplies,Storage,Storage Model 484,81.91,6,0.15,-11.17,-0.13636918569161274,1,2017,Jan
ORD-101662,2015-09-12 09:56:02,2015-09-26 09:56:02,Customer 994,Home Office,United States,New York,GA,East,PROD-9457,Furniture,Tables,Tables Model 71,661.06,1,0.0,48.03,0.07265603727346989,9,2015,Sep
ORD-101663,2017-10-11 06:23:28,2017-10-15 06:23:28,Customer 1067,Consumer,United States,Dallas,TX,East,PROD-3123,Furniture,Chairs,Chairs Model 487,257.54,6,0.0,83.34,0.3236002174419508,10,2017,Oct
ORD-101664,2017-06-20 04:47:23,2017-06-29 04:47:23,Customer 839,Home Office,United States,Chicago,WA,West,PROD-5775,Technology,Computers,Computers Model 379,633.46,4,0.0,203.9,0.3218829918226881,6,2017,Jun
ORD-101665,2016-08-24 00:12:30,2016-09-02 00:12:30,Customer 606,Consumer,United States,Chicago,TX,West,PROD-8008,Technology,Computers,Computers Model 351,442.92,5,0.0,-20.66,-0.046644992323670184,8,2016,Aug
ORD-101666,2014-04-13 13:22:15,2014-04-27 13:22:15,Customer 810,Consumer,United States,Dallas,MA,West,PROD-4007,Office Supplies,Storage,Storage Model 476,119.9,4,0.0,34.33,0.2863219349457881,4,2014,Apr
ORD-101667,2014-10-10 22:05:21,2014-10-15 22:05:21,Customer 133,Corporate,United States,Dallas,WA,West,PROD-1156,Office Supplies,Storage,Storage Model 199,214.8,3,0.0,60.62,0.28221601489757914,10,2014,Oct
ORD-101668,2017-04-11 06:37:22,2017-04-21 06:37:22,Customer 1419,Home Office,United States,New York,GA,East,PROD-8598,Furniture,Furnishings,Furnishings Model 154,263.41,2,0.0,-16.52,-0.0627159181504119,4,2017,Apr
ORD-101669,2017-04-29 00:48:31,2017-05-03 00:48:31,Customer 1089,Consumer,United States,Houston,NY,Central,PROD-6237,Office Supplies,Appliances,Appliances Model 151,456.06,2,0.0,59.02,0.1294127965618559,4,2017,Apr
ORD-101670,2016-09-20 03:36:55,2016-09-27 03:36:55,Customer 290,Home Office,United States,Boston,TX,East,PROD-5170,Office Supplies,Appliances,Appliances Model 440,551.86,4,0.0,153.67,0.2784583046424818,9,2016,Sep
ORD-101671,2014-06-24 19:51:41,2014-06-30 19:51:41,Customer 376,Consumer,United States,Boston,NY,Central,PROD-3414,Office Supplies,Labels,Labels Model 244,450.22,3,0.1,32.48,0.0721425081071476,6,2014,Jun
ORD-101672,2015-04-15 15:11:27,2015-04-19 15:11:27,Customer 769,Corporate,United States,San Francisco,NY,West,PROD-3155,Technology,Accessories,Accessories Model 291,231.11,6,0.1,-4.22,-0.018259703171649863,4,2015,Apr
ORD-101673,2015-08-17 20:41:27,2015-08-30 20:41:27,Customer 467,Consumer,United States,San Francisco,GA,East,PROD-4757,Furniture,Bookcases,Bookcases Model 93,201.0,3,0.0,31.74,0.15791044776119403,8,2015,Aug
ORD-101674,2017-06-26 14:09:49,2017-07-09 14:09:49,Customer 1237,Consumer,United States,Dallas,TX,East,PROD-9862,Office Supplies,Appliances,Appliances Model 96,105.99,3,0.0,-11.15,-0.10519860364185302,6,2017,Jun
ORD-101675,2016-05-30 20:36:58,2016-06-09 20:36:58,Customer 1172,Home Office,United States,Seattle,TX,Central,PROD-6971,Office Supplies,Storage,Storage Model 406,234.38,4,0.0,-26.03,-0.11105896407543306,5,2016,May
ORD-101676,2017-06-04 04:18:23,2017-06-06 04:18:23,Customer 471,Home Office,United States,Chicago,GA,Central,PROD-3951,Technology,Copiers,Copiers Model 237,208.26,5,0.1,48.72,0.23393834629789687,6,2017,Jun
ORD-101677,2017-01-07 17:58:27,2017-01-08 17:58:27,Customer 149,Consumer,United States,Atlanta,GA,Central,PROD-2310,Technology,Copiers,Copiers Model 288,178.89,9,0.15,-39.16,-0.21890547263681592,1,2017,Jan
ORD-101678,2014-12-10 11:37:23,2014-12-14 11:37:23,Customer 88,Consumer,United States,Los Angeles,WA,Central,PROD-2586,Office Supplies,Storage,Storage Model 378,698.68,5,0.0,169.08,0.2419991984885785,12,2014,Dec
ORD-101679,2015-08-12 07:52:04,2015-08-16 07:52:04,Customer 1348,Consumer,United States,Los Angeles,MA,West,PROD-9929,Technology,Accessories,Accessories Model 453,119.71,1,0.1,-9.82,-0.08203157630941442,8,2015,Aug
